TOKEN	NE-COARSE-LIT	MISC
marktvoorwaarden	B-TERM	
op	O	
lokaal	O	
en	O	
internationaal	O	
niveau	O	
kunnen	O	
corruptie	B-TERM	
verminderen	O	
.	O	
De	O	
EU	B-TERM	
heeft	O	
via	O	
de	O	
Commissie	B-TERM	
steeds	O	
gestreefd	O	
naar	O	
transparantie	B-TERM	
als	O	
essentieel	O	
element	O	
in	O	
de	O	
internationale	O	
handel	B-TERM	
.	O	
In	O	
deze	O	
context	O	
heeft	O	
zij	O	
de	O	
noodzaak	O	
van	O	
een	O	
grotere	O	
transparantie	B-TERM	
bij	O	
overheidsopdrachten	B-TERM	
steeds	O	
als	O	
een	O	
van	O	
de	O	
grootste	O	
prioriteiten	O	
erkend	O	
.	O	
De	O	
EG	B-TERM	
is	O	
voorstander	O	
van	O	
de	O	
uitbreiding	O	
van	O	
de	O	
Overeenkomst	B-TERM	
betreffende	I-TERM	
overheidsopdrachten	I-TERM	
,	O	
die	O	
voorziet	O	
in	O	
een	O	
grotere	O	
transparantie	B-TERM	
en	O	
eerlijke	B-TERM	
mededinging	I-TERM	
bij	O	
internationale	O	
overheidsopdrachten	B-TERM	
waarborgt	O	
,	O	
tot	O	
andere	O	
WTO-partners	B-TERM	
.	O	
De	O	
EG	B-TERM	
verbindt	O	
zich	O	
ertoe	O	
actief	O	
deel	O	
te	O	
nemen	O	
aan	O	
de	O	
geplande	O	
onderhandelingen	O	
over	O	
een	O	
multilaterale	O	
overeenkomst	O	
inzake	O	
de	O	
transparantie	B-TERM	
van	O	
overheidsopdrachten	B-TERM	
,	O	
zoals	O	
overeengekomen	O	
op	O	
de	O	
4de	B-TERM	
Ministeriële	I-TERM	
Conferentie	I-TERM	
van	I-TERM	
de	I-TERM	
WTO	I-TERM	
te	O	
Doha	B-TERM	
.	O	
De	O	
voorstellen	O	
van	O	
regelgeving	B-TERM	
die	O	
zij	O	
met	O	
betrekking	O	
tot	O	
andere	O	
onderdelen	O	
van	O	
de	O	
WTO-agenda	B-TERM	
van	O	
Doha	B-TERM	
heeft	O	
geformuleerd	O	
om	O	
de	O	
transparantie	B-TERM	
en	O	
voorspelbaarheid	O	
van	O	
de	O	
multilaterale	O	
systemen	O	
te	O	
verbeteren	O	
,	O	
zullen	O	
,	O	
indien	O	
ze	O	
worden	O	
doorgevoerd	O	
,	O	
tevens	O	
de	O	
integriteit	B-TERM	
verhogen	O	
.	O	
Met	O	
betrekking	O	
tot	O	
door	O	
de	O	
overheid	B-TERM	
gesteunde	O	
exportkredieten	B-TERM	
verzoekt	O	
de	O	
Commissie	B-TERM	
de	O	
lidstaten	O	
erop	O	
toe	O	
te	O	
zien	O	
dat	O	
de	O	
anticorruptiebepalingen	B-TERM	
van	O	
de	O	
door	O	
de	O	
betrokken	O	
nationale	O	
agentschappen	O	
toe	O	
te	O	
passen	O	
voorschriften	B-TERM	
daadwerkelijk	O	
ten	O	
uitvoer	O	
worden	O	
gelegd	O	
,	O	
overeenkomstig	O	
het	O	
actieplan	B-TERM	
van	O	
de	O	
OESO	B-TERM	
van	O	
december	O	
2000	O	
.	O	
8	O	
.	O	
Conclusies	O	
Samengevat	O	
moet	O	
het	O	
toekomstige	O	
EU-beleid	B-TERM	
inzake	O	
corruptie	B-TERM	
de	O	
volgende	O	
basiselementen	O	
omvatten	O	
:	O	
Het	O	
engagement	O	
om	O	
alle	O	
vormen	O	
van	O	
corruptie	B-TERM	
te	I-TERM	
bestrijden	I-TERM	
moet	O	
op	O	
het	O	
hoogste	O	
niveau	O	
van	O	
de	O	
EU-instellingen	B-TERM	
worden	O	
geformuleerd	O	
Er	O	
dient	O	
toezicht	O	
te	O	
worden	O	
gehouden	O	
op	O	
de	O	
tenuitvoerlegging	B-TERM	
van	O	
bestaande	O	
instrumenten	B-TERM	
voor	I-TERM	
corruptiebestrijding	I-TERM	
en	O	
deze	O	
moeten	O	
voorlopig	O	
worden	O	
versterkt	O	
door	O	
toetreding	O	
van	O	
de	O	
Europese	B-TERM	
Gemeenschap	I-TERM	
tot	O	
een	O	
van	O	
de	O	
of	O	
tot	O	
beide	O	
Verdragen	O	
inzake	O	
de	O	
bestrijding	B-TERM	
van	I-TERM	
corruptie	I-TERM	
van	O	
de	O	
Raad	B-TERM	
van	I-TERM	
Europa	I-TERM	
,	O	
en	O	
door	O	
deelname	O	
aan	O	
het	O	
controlemechanisme	O	
(	O	
GRECO	B-TERM	
)	O	
.	O	
De	O	
EU-lidstaten	B-TERM	
moeten	O	
onderzoeksmiddelen	O	
ontwikkelen	O	
en	O	
verbeteren	O	
en	O	
meer	O	
gespecialiseerd	O	
personeel	O	
inzetten	O	
in	O	
de	O	
strijd	B-TERM	
tegen	I-TERM	
corruptie	I-TERM	
.	O	
De	O	
lidstaten	O	
en	O	
de	O	
EU-instellingen	B-TERM	
en	O	
organen	O	
moeten	O	
grotere	O	
inspanningen	O	
leveren	O	
in	O	
de	O	
strijd	O	
tegen	O	
interne	B-TERM	
en	O	
externe	B-TERM	
corruptie	I-TERM	
die	O	
de	O	
financiële	B-TERM	
belangen	I-TERM	
van	O	
de	O	
Europese	B-TERM	
Gemeenschap	I-TERM	
schaadt	O	
.	O	
Gemeenschappelijke	O	
integriteitsnormen	B-TERM	
voor	O	
overheidsdiensten	B-TERM	
in	O	
de	O	
hele	O	
EU	B-TERM	
zoals	O	
het	O	
Common	B-TERM	
Assessment	I-TERM	
Framework	I-TERM	
van	O	
de	O	
hoofden	O	
van	O	
de	O	
overheidsadministraties	B-TERM	
moeten	O	
op	O	
het	O	
niveau	O	
van	O	
de	O	
EU	B-TERM	
verder	O	
worden	O	
ontwikkeld	O	
.	O	
De	O	
lidstaten	O	
en	O	
de	O	
Commissie	B-TERM	
moeten	O	
de	O	
privésector	B-TERM	
steun	O	
verlenen	O	
bij	O	
zijn	O	
inspanningen	O	
om	O	
de	O	
integriteit	B-TERM	
en	O	
de	O	
verantwoordelijkheid	O	
van	O	
vennootschappen	B-TERM	
te	O	
vergroten	O	
.	O	
Op	O	
het	O	
niveau	O	
van	O	
de	O	
EU	B-TERM	
en	O	
de	O	
lidstaten	O	
moet	O	
de	O	
strijd	O	
tegen	O	
politieke	B-TERM	
corruptie	I-TERM	
en	O	
illegale	B-TERM	
financiering	I-TERM	
van	O	
de	O	
sociale	O	
partners	O	
en	O	
andere	O	
belangengroepen	B-TERM	
worden	O	
opgevoerd	O	
.	O	
In	O	
hun	O	
permanente	O	
dialoog	O	
met	O	
de	O	
toetredende	O	
landen	O	
,	O	
kandidaat-lidstaten	O	
en	O	
andere	O	
derde	B-TERM	
landen	O	
moeten	O	
de	O	
lidstaten	O	
en	O	
de	O	
Commissie	B-TERM	
systematisch	O	
aandacht	O	
besteden	O	
aan	O	
met	O	
corruptie	B-TERM	
verband	O	
houdende	O	
kwesties	O	
en	O	
deze	O	
landen	O	
verder	O	
bijstaan	O	
bij	O	
de	O	
ontwikkeling	O	
en	O	
tenuitvoerlegging	B-TERM	
van	O	
een	O	
nationaal	O	
beleid	B-TERM	
inzake	I-TERM	
corruptiebestrijding	I-TERM	
,	O	
dat	O	
gegrond	O	
is	O	
op	O	
de	O	
in	O	
de	O	
bijlage	O	
opgenomen	O	
tien	O	
algemene	O	
beginselen	O	
.	O	
De	O	
EU	B-TERM	
moet	O	
de	O	
bestrijding	B-TERM	
van	I-TERM	
corruptie	I-TERM	
volledig	O	
en	O	
blijvend	O	
integreren	O	
in	O	
haar	O	
handelspolitiek	B-TERM	
en	O	
haar	O	
buitenlands	O	
beleid	B-TERM	
.	O	
BIJLAGE	O	
TIEN	O	
BEGINSELEN	O	
VOOR	O	
DE	O	
VERBETERING	O	
VAN	O	
DE	O	
CORRUPTIEBESTRIJDING	B-TERM	
IN	O	
DE	O	
TOETREDENDE	O	
LANDEN	O	
,	O	
KANDIDAAT-LIDSTATEN	O	
EN	O	
ANDERE	O	
DERDE	B-TERM	
LANDEN	O	
1	O	
Voor	O	
de	O	
geloofwaardigheid	O	
is	O	
het	O	
van	O	
essentieel	O	
belang	O	
dat	O	
leiders	O	
en	O	
besluitvormers	O	
zich	O	
duidelijk	O	
tegen	O	
corruptie	B-TERM	
uitspreken	O	
.	O	
Aangezien	O	
er	O	
geen	O	
universeel	O	
toepasselijke	O	
voorschriften	B-TERM	
bestaan	O	
,	O	
moeten	O	
nationale	O	
strategieën	O	
en	O	
programma's	O	
voor	O	
corruptiebestrijding	B-TERM	
met	O	
zowel	O	
preventieve	O	
als	O	
repressieve	O	
maatregelen	O	
worden	O	
opgesteld	O	
en	O	
toegepast	O	
.	O	
Over	O	
deze	O	
strategieën	O	
moet	O	
op	O	
alle	O	
niveaus	O	
uitvoerig	O	
overleg	O	
worden	O	
gepleegd	O	
.	O	
2	O	
De	O	
huidige	O	
en	O	
toekomstige	O	
EU-lidstaten	B-TERM	
dienen	O	
hun	O	
wetgeving	B-TERM	
volledig	O	
in	O	
overeenstemming	O	
met	O	
het	O	
acquis	B-TERM	
van	O	
de	O	
EU	B-TERM	
te	O	
brengen	O	
en	O	
alle	O	
belangrijke	O	
internationale	O	
instrumenten	O	
inzake	O	
corruptiebestrijding	B-TERM	
waarbij	O	
zij	O	
partij	O	
zijn	O	
(	O	
verdragen	O	
van	O	
de	O	
VN	B-TERM	
,	O	
de	O	
Raad	B-TERM	
van	I-TERM	
Europa	I-TERM	
en	O	
de	O	
OESO	B-TERM	
)	O	
ratificeren	O	
en	O	
toepassen	O	
.	O	
Derde	B-TERM	
landen	O	
dienen	O	
de	O	
relevante	O	
internationale	O	
instrumenten	O	
inzake	O	
corruptiebestrijding	B-TERM	
te	O	
ondertekenen	O	
,	O	
te	O	
ratificeren	O	
en	O	
toe	O	
te	O	
passen	O	
.	O	
3	O	
Wetgeving	B-TERM	
inzake	I-TERM	
corruptiebestrijding	I-TERM	
is	O	
belangrijk	O	
,	O	
maar	O	
nog	O	
belangrijker	O	
is	O	
de	O	
toepassing	O	
ervan	O	
door	O	
bekwame	O	
en	O	
zichtbare	O	
corruptiebestrijdingsinstanties	B-TERM	
(	O	
d.w.z.	O	
goed	O	
opgeleide	O	
en	O	
gespecialiseerde	O	
diensten	O	
,	O	
zoals	O	
openbare	B-TERM	
aanklagers	I-TERM	
die	O	
gespecialiseerd	O	
zijn	O	
in	O	
corruptiebestrijding	B-TERM	
)	O	
.	O	
Er	O	
moeten	O	
doelgerichte	O	
onderzoekstechnieken	O	
,	O	
statistieken	O	
en	O	
indicatoren	O	
worden	O	
ontwikkeld	O	
.	O	
De	O	
rol	O	
van	O	
de	O	
rechtshandhavingsinstanties	B-TERM	
moet	O	
worden	O	
versterkt	O	
,	O	
niet	O	
enkel	O	
met	O	
betrekking	O	
tot	O	
corruptie	B-TERM	
,	O	
maar	O	
ook	O	
met	O	
betrekking	O	
tot	O	
fraude	B-TERM	
,	O	
fiscale	B-TERM	
misdrijven	I-TERM	
en	O	
het	O	
witwassen	B-TERM	
van	I-TERM	
geld	I-TERM	
.	O	
4	O	
Elke	O	
burger	O	
moet	O	
de	O	
mogelijkheid	O	
hebben	O	
om	O	
een	O	
openbaar	B-TERM	
ambt	I-TERM	
te	O	
bekleden	O	
.	O	
Aanwerving	O	
en	O	
bevordering	O	
moeten	O	
worden	O	
geregeld	O	
volgens	O	
objectieve	O	
criteria	O	
op	O	
grond	O	
van	O	
verdienste	O	
.	O	
Ambtenaren	B-TERM	
hebben	O	
recht	B-TERM	
op	O	
een	O	
behoorlijk	O	
salaris	B-TERM	
en	O	
behoorlijke	O	
sociale	O	
rechten	B-TERM	
.	O	
Zij	O	
moeten	O	
een	O	
verklaring	O	
afleggen	O	
betreffende	O	
hun	O	
vermogen	B-TERM	
.	O	
Voor	O	
gevoelige	O	
functies	O	
moet	O	
een	O	
rouleringssysteem	O	
worden	O	
toegepast	O	
.	O	
5	O	
De	O	
integriteit	B-TERM	
,	O	
de	O	
controleerbaarheid	B-TERM	
en	O	
de	O	
transparantie	B-TERM	
in	O	
het	O	
openbaar	B-TERM	
bestuur	I-TERM	
(	O	
magistratuur	B-TERM	
,	O	
politie	B-TERM	
,	O	
douane	B-TERM	
,	O	
belastingen	B-TERM	
,	O	
gezondheidssector	O	
,	O	
overheidsopdrachten	B-TERM	
)	O	
moeten	O	
worden	O	
verhoogd	O	
door	O	
middel	O	
van	O	
kwaliteitsbeheer	O	
en	O	
normen	O	
inzake	O	
controle	O	
en	O	
toezicht	O	
,	O	
zoals	O	
het	O	
Common	B-TERM	
Assessment	I-TERM	
Framework	I-TERM	
van	O	
de	O	
hoofden	O	
van	O	
de	O	
EU-administraties	B-TERM	
en	O	
de	O	
resolutie	B-TERM	
van	O	
Straatsburg	B-TERM	
.	O	
Een	O	
grotere	O	
transparantie	B-TERM	
is	O	
van	O	
belang	O	
om	O	
het	O	
vertrouwen	O	
tussen	O	
de	O	
burger	O	
en	O	
het	O	
openbaar	B-TERM	
bestuur	I-TERM	
te	O	
laten	O	
groeien	O	
.	O	
6	O	
Er	O	
moeten	O	
gedragsnormen	B-TERM	
voor	O	
het	O	
openbaar	B-TERM	
bestuur	I-TERM	
worden	O	
opgesteld	O	
en	O	
er	O	
moet	O	
toezicht	O	
worden	O	
uitgeoefend	O	
op	O	
hun	O	
toepassing	O	
.	O	
7	O	
Zowel	O	
in	O	
de	O	
openbare	B-TERM	
als	O	
in	O	
de	O	
particuliere	B-TERM	
sector	I-TERM	
moeten	O	
duidelijke	O	
normen	O	
worden	O	
vastgelegd	O	
met	O	
betrekking	O	
tot	O	
informanten	B-TERM	
(	O	
aangezien	O	
corruptie	B-TERM	
een	O	
misdrijf	B-TERM	
is	O	
zonder	O	
rechtstreekse	O	
slachtoffers	B-TERM	
die	O	
zouden	O	
kunnen	O	
getuigen	B-TERM	
of	O	
aangifte	B-TERM	
doen	O	
)	O	
en	O	
aangifte	B-TERM	
van	O	
corruptie	B-TERM	
.	O	
8	O	
De	O	
intolerantie	O	
van	O	
het	O	
publiek	O	
ten	O	
aanzien	O	
van	O	
corruptie	B-TERM	
moet	O	
worden	O	
vergroot	O	
via	O	
bewustwordingscampagnes	O	
in	O	
de	O	
media	O	
en	O	
door	O	
middel	O	
van	O	
opleiding	O	
.	O	
De	O	
centrale	O	
boodschap	O	
moet	O	
zijn	O	
,	O	
dat	O	
corruptie	B-TERM	
geen	O	
fenomeen	O	
is	O	
dat	O	
kan	O	
worden	O	
aanvaard	O	
,	O	
maar	O	
dat	O	
het	O	
een	O	
misdrijf	B-TERM	
is	O	
.	O	
De	O	
civiele	B-TERM	
maatschappij	I-TERM	
kan	O	
een	O	
belangrijke	O	
rol	O	
spelen	O	
bij	O	
het	O	
voorkomen	O	
en	O	
bestrijden	B-TERM	
van	I-TERM	
corruptie	I-TERM	
.	O	
9	O	
Duidelijke	O	
en	O	
transparante	B-TERM	
voorschriften	B-TERM	
inzake	O	
partijfinanciering	B-TERM	
en	O	
een	O	
externe	B-TERM	
financiële	I-TERM	
controle	I-TERM	
van	O	
politieke	B-TERM	
partijen	I-TERM	
zijn	O	
nodig	O	
om	O	
geheime	O	
verbanden	O	
tussen	O	
politici	B-TERM	
en	O	
(	O	
illegale	B-TERM	
)	O	
zakenbelangen	B-TERM	
te	O	
vermijden	O	
.	O	
Het	O	
spreekt	O	
voor	O	
zich	O	
dat	O	
politieke	B-TERM	
partijen	I-TERM	
een	O	
grote	O	
invloed	O	
hebben	O	
op	O	
besluitvormers	O	
.	O	
Zij	O	
zijn	O	
echter	O	
vaak	O	
immuun	O	
voor	O	
wetgeving	B-TERM	
ter	O	
bestrijding	B-TERM	
van	I-TERM	
omkoping	I-TERM	
.	O	
10	O	
Voor	O	
de	O	
particuliere	B-TERM	
sector	I-TERM	
moeten	O	
stimuli	O	
met	O	
een	O	
ontradend	O	
effect	O	
ten	O	
aanzien	O	
van	O	
corrupte	B-TERM	
praktijken	I-TERM	
worden	O	
ontwikkeld	O	
,	O	
zoals	O	
gedragscodes	B-TERM	
of	O	
een	O	
witte	B-TERM	
lijst	I-TERM	
van	O	
integere	B-TERM	
bedrijven	B-TERM	
.	O	
*	O	
MEDEDELING	O	
VAN	O	
DE	O	
COMMISSIE	B-TERM	
AAN	O	
HET	O	
EUROPEES	B-TERM	
PARLEMENT	I-TERM	
,	O	
DE	O	
RAAD	B-TERM	
EN	O	
HET	O	
EUROPEES	B-TERM	
ECONOMISCH	I-TERM	
EN	I-TERM	
SOCIAAL	I-TERM	
COMITÉ	I-TERM	
Corruptiebestrijding	B-TERM	
in	O	
de	O	
EU	B-TERM	
/	O	
*	O	
COM	O	
/	O	
2011	O	
/	O	
0308	O	
definitief	O	
*	O	
/	O	
**	O	
MEDEDELING	O	
VAN	O	
DE	O	
COMMISSIE	B-TERM	
AAN	O	
HET	O	
EUROPEES	B-TERM	
PARLEMENT	I-TERM	
,	O	
DE	O	
RAAD	B-TERM	
EN	O	
HETEUROPEES	B-TERM	
ECONOMISCH	I-TERM	
EN	I-TERM	
SOCIAAL	I-TERM	
COMITÉ	I-TERM	
Corruptiebestrijding	B-TERM	
in	O	
de	O	
EU	B-TERM	
1	O	
.	O	
Inleiding	O	
Vier	O	
van	O	
de	O	
vijf	O	
EU-burgers	B-TERM	
beschouwen	O	
corruptie	B-TERM	
in	O	
de	O	
eigen	O	
lidstaat	O	
als	O	
een	O	
ernstig	O	
probleem	O	
.	O	
Ondanks	O	
het	O	
feit	O	
dat	O	
de	O	
Europese	B-TERM	
Unie	I-TERM	
de	O	
voorbije	O	
decennia	O	
een	O	
aanzienlijke	O	
bijdrage	O	
heeft	O	
geleverd	O	
aan	O	
het	O	
openstellen	O	
en	O	
het	O	
transparanter	B-TERM	
maken	O	
van	O	
Europa	B-TERM	
,	O	
is	O	
het	O	
duidelijk	O	
dat	O	
er	O	
nog	O	
veel	O	
te	O	
doen	O	
valt	O	
.	O	
Het	O	
is	O	
onaanvaardbaar	O	
dat	O	
jaarlijks	O	
naar	O	
schatting	O	
120	O	
miljard	O	
euro	O	
of	O	
één	O	
procent	O	
van	O	
het	O	
EU-bbp	B-TERM	
verloren	O	
gaat	O	
aan	O	
corruptie	B-TERM	
.	O	
Dit	O	
is	O	
beslist	O	
geen	O	
nieuw	O	
probleem	O	
voor	O	
de	O	
EU	B-TERM	
en	O	
we	O	
zullen	O	
niet	O	
in	O	
staat	O	
zijn	O	
om	O	
corruptie	B-TERM	
geheel	O	
uit	O	
onze	O	
maatschappij	B-TERM	
uit	O	
te	O	
roeien	O	
,	O	
maar	O	
het	O	
spreekt	O	
boekdelen	O	
dat	O	
de	O	
gemiddelde	O	
score	O	
van	O	
de	O	
EU-27	B-TERM	
in	O	
de	O	
door	O	
Transparency	B-TERM	
International	I-TERM	
opgestelde	O	
index	B-TERM	
van	I-TERM	
de	I-TERM	
perceptie	I-TERM	
van	I-TERM	
corruptie	I-TERM	
de	O	
voorbije	O	
tien	O	
jaar	O	
slechts	O	
in	O	
bescheiden	O	
mate	O	
is	O	
verbeterd	O	
.	O	
Ondanks	O	
de	O	
verschillen	O	
in	O	
de	O	
mate	O	
en	O	
de	O	
omvang	O	
schaadt	O	
corruptie	B-TERM	
alle	O	
EU-lidstaten	B-TERM	
en	O	
de	O	
EU	B-TERM	
als	O	
geheel	O	
.	O	
Corruptie	B-TERM	
veroorzaakt	O	
financiële	B-TERM	
schade	O	
doordat	O	
het	O	
investeringsniveau	B-TERM	
wordt	O	
verlaagd	O	
,	O	
de	O	
eerlijke	O	
werking	O	
van	O	
de	O	
interne	B-TERM	
markt	I-TERM	
wordt	O	
verstoord	O	
en	O	
de	O	
overheidsfinanciën	B-TERM	
worden	O	
verminderd	O	
.	O	
Zij	O	
berokkent	O	
maatschappelijke	B-TERM	
schade	O	
aangezien	O	
de	O	
georganiseerde	B-TERM	
misdaad	I-TERM	
van	O	
corruptie	B-TERM	
gebruik	O	
maakt	O	
om	O	
andere	O	
ernstige	O	
misdrijven	B-TERM	
te	O	
plegen	O	
,	O	
zoals	O	
drugs-	O	
en	O	
mensenhandel	O	
.	O	
Bovendien	O	
kan	O	
corruptie	B-TERM	
die	O	
niet	O	
wordt	O	
bestreden	O	
het	O	
vertrouwen	O	
in	O	
de	O	
democratische	O	
instellingen	O	
ondermijnen	O	
en	O	
de	O	
verantwoordingsplicht	B-TERM	
van	O	
de	O	
politieke	B-TERM	
leiders	O	
verminderen	O	
.	O	
Het	O	
voorbije	O	
decennium	O	
zijn	O	
er	O	
inspanningen	O	
verricht	O	
op	O	
internationaal	O	
,	O	
EU-	B-TERM	
en	O	
nationaal	O	
niveau	O	
om	O	
corruptie	B-TERM	
terug	O	
te	O	
dringen	O	
.	O	
Op	O	
EU-niveau	B-TERM	
is	O	
er	O	
een	O	
rechtskader	B-TERM	
voor	I-TERM	
corruptiebestrijding	I-TERM	
tot	O	
stand	O	
gekomen	O	
door	O	
de	O	
vaststelling	O	
van	O	
wetgeving	B-TERM	
inzake	I-TERM	
corruptiebestrijding	I-TERM	
in	O	
de	O	
private	B-TERM	
sector	I-TERM	
en	O	
de	O	
toetreding	O	
van	O	
de	O	
EU	B-TERM	
tot	O	
het	O	
Verdrag	B-TERM	
van	I-TERM	
de	I-TERM	
Verenigde	I-TERM	
Naties	I-TERM	
ter	I-TERM	
bestrijding	I-TERM	
van	I-TERM	
corruptie	I-TERM	
(	O	
UNCAC	B-TERM	
)	O	
.	O	
In	O	
het	O	
Verdrag	B-TERM	
betreffende	I-TERM	
de	I-TERM	
werking	I-TERM	
van	I-TERM	
de	I-TERM	
Europese	I-TERM	
Unie	I-TERM	
wordt	O	
erkend	O	
dat	O	
corruptie	B-TERM	
een	O	
ernstig	O	
misdrijf	B-TERM	
met	O	
een	O	
grensoverschrijdende	O	
dimensie	O	
is	O	
,	O	
en	O	
dat	O	
de	O	
lidstaten	O	
afzonderlijk	O	
niet	O	
geheel	O	
in	O	
staat	O	
zijn	O	
dit	O	
misdrijf	B-TERM	
aan	O	
te	O	
pakken	O	
.	O	
Op	O	
verschillende	O	
EU‑beleidsterreinen	B-TERM	
zijn	O	
er	O	
uiteenlopende	O	
maatregelen	O	
ter	O	
bestrijding	B-TERM	
van	I-TERM	
corruptie	I-TERM	
genomen	O	
.	O	
Echter	O	
,	O	
de	O	
tenuitvoerlegging	B-TERM	
van	O	
het	O	
rechtskader	B-TERM	
voor	I-TERM	
corruptiebestrijding	I-TERM	
is	O	
bij	O	
een	O	
aantal	O	
EU-lidstaten	B-TERM	
suboptimaal	O	
en	O	
als	O	
geheel	O	
onbevredigend	O	
.	O	
De	O	
EU-corruptiebestrijdingswetgeving	B-TERM	
is	O	
niet	O	
in	O	
alle	O	
lidstaten	O	
omgezet	B-TERM	
.	O	
Sommige	O	
staten	O	
hebben	O	
de	O	
belangrijkste	O	
internationale	O	
corruptiebestrijdingsinstrumenten	B-TERM	
niet	O	
geratificeerd	O	
.	O	
Belangrijker	O	
nog	O	
is	O	
dat	O	
zelfs	O	
waar	O	
instellingen	O	
en	O	
wetgeving	B-TERM	
op	O	
het	O	
gebied	O	
van	O	
corruptiebestrijding	B-TERM	
bestaan	O	
,	O	
de	O	
rechtshandhaving	B-TERM	
in	O	
de	O	
praktijk	O	
vaak	O	
onvoldoende	O	
is	O	
.	O	
Dit	O	
weerspiegelt	O	
een	O	
gebrek	O	
aan	O	
een	O	
werkelijke	O	
politieke	B-TERM	
daadkracht	O	
bij	O	
leiders	O	
en	O	
besluitvormers	O	
in	O	
verband	O	
met	O	
de	O	
bestrijding	B-TERM	
van	I-TERM	
corruptie	I-TERM	
in	O	
al	O	
haar	O	
vormen	O	
:	O	
politieke	B-TERM	
corruptie	I-TERM	
,	O	
corrupte	B-TERM	
activiteiten	I-TERM	
van	O	
de	O	
georganiseerde	B-TERM	
misdaad	I-TERM	
,	O	
corruptie	B-TERM	
binnen	O	
de	O	
private	B-TERM	
sector	I-TERM	
en	O	
zogenaamde	O	
kleinschalige	B-TERM	
corruptie	I-TERM	
.	O	
Het	O	
is	O	
dus	O	
duidelijk	O	
nodig	O	
om	O	
de	O	
politieke	B-TERM	
wil	O	
tot	O	
corruptiebestrijding	B-TERM	
te	O	
stimuleren	O	
en	O	
de	O	
samenhang	O	
van	O	
het	O	
corruptiebestrijdingsbeleid	B-TERM	
en	O	
door	O	
de	O	
lidstaten	O	
genomen	O	
maatregelen	O	
te	O	
verbeteren	O	
.	O	
Daarom	O	
zal	O	
de	O	
Commissie	B-TERM	
een	O	
nieuw	O	
instrument	O	
instellen	O	
,	O	
het	O	
EU-corruptiebestrijdingsverslag	B-TERM	
,	O	
ten	O	
behoeve	O	
van	O	
toezicht	O	
op	O	
en	O	
beoordeling	O	
van	O	
de	O	
inspanningen	O	
van	O	
de	O	
lidstaten	O	
op	O	
het	O	
gebied	O	
van	O	
corruptiebestrijding	B-TERM	
en	O	
ter	O	
bevordering	O	
van	O	
meer	O	
politieke	B-TERM	
daadkracht	O	
.	O	
Het	O	
verslag	O	
wordt	O	
met	O	
de	O	
nodige	O	
financiering	B-TERM	
door	O	
de	O	
EU	B-TERM	
opgesteld	O	
onder	O	
leiding	O	
van	O	
de	O	
Commissie	B-TERM	
,	O	
die	O	
daarbij	O	
wordt	O	
bijgestaan	O	
door	O	
een	O	
groep	O	
deskundigen	O	
en	O	
een	O	
netwerk	O	
van	O	
onderzoekscorrespondenten	O	
.	O	
Het	O	
verslag	O	
zal	O	
met	O	
ingang	O	
van	O	
2013	O	
om	O	
het	O	
andere	O	
jaar	O	
worden	O	
gepubliceerd	O	
.	O	
Het	O	
zal	O	
een	O	
eerlijk	O	
beeld	O	
geven	O	
van	O	
de	O	
resultaten	O	
,	O	
de	O	
kwetsbaarheden	O	
en	O	
het	O	
engagement	O	
van	O	
alle	O	
lidstaten	O	
.	O	
In	O	
het	O	
verslag	O	
zullen	O	
tendensen	O	
worden	O	
vastgesteld	O	
en	O	
zal	O	
worden	O	
aangegeven	O	
welke	O	
zwakheden	O	
dienen	O	
te	O	
worden	O	
aangepakt	O	
.	O	
Ook	O	
zullen	O	
het	O	
leren	O	
van	O	
elkaar	O	
(	O	
peer	O	
learning	O	
)	O	
en	O	
de	O	
uitwisseling	O	
van	O	
beste	O	
praktijken	O	
worden	O	
bevorderd	O	
.	O	
Naast	O	
dit	O	
mechanisme	O	
dient	O	
de	O	
EU	B-TERM	
deel	O	
te	O	
nemen	O	
aan	O	
de	O	
Groep	B-TERM	
van	I-TERM	
staten	I-TERM	
tegen	I-TERM	
corruptie	I-TERM	
van	O	
de	O	
Raad	B-TERM	
van	I-TERM	
Europa	I-TERM	
(	O	
GRECO	B-TERM	
)	O	
.	O	
De	O	
EU	B-TERM	
dient	O	
zich	O	
eveneens	O	
een	O	
sterkere	O	
klemtoon	O	
te	O	
leggen	O	
op	O	
corruptiebestrijding	B-TERM	
op	O	
alle	O	
betrokken	O	
EU-beleidsterreinen	B-TERM	
,	O	
zowel	O	
intern	O	
als	O	
extern	O	
.	O	
De	O	
Commissie	B-TERM	
zal	O	
daarom	O	
in	O	
2011	O	
gemoderniseerde	O	
EU‑regels	B-TERM	
inzake	O	
confiscatie	B-TERM	
van	I-TERM	
criminele	I-TERM	
vermogensbestanddelen	I-TERM	
voorstellen	O	
en	O	
in	O	
2012	O	
een	O	
strategie	O	
om	O	
de	O	
financiële	B-TERM	
strafonderzoeken	I-TERM	
in	O	
de	O	
lidstaten	O	
te	O	
verbeteren	O	
,	O	
en	O	
in	O	
2011	O	
een	O	
actieplan	B-TERM	
voor	O	
betere	O	
misdaadstatistieken	B-TERM	
.	O	
De	O	
Commissie	B-TERM	
zal	O	
ook	O	
samenwerken	O	
met	O	
EU‑agentschappen	B-TERM	
als	O	
Europol	B-TERM	
,	O	
Eurojust	B-TERM	
en	O	
de	O	
Europese	B-TERM	
