TOKEN	NE-COARSE-LIT	MISC
davantage	O	
de	O	
personnel	O	
spécialisé	O	
à	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
;	O	
*	O	
les	O	
États	O	
membres	O	
et	O	
les	O	
institutions	O	
,	O	
organes	O	
et	O	
organismes	O	
de	O	
l'	O	
UE	B-TERM	
doivent	O	
redoubler	O	
d'	O	
efforts	O	
dans	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
préjudiciable	O	
aux	O	
intérêts	B-TERM	
financiers	I-TERM	
de	O	
la	O	
Communauté	B-TERM	
européenne	I-TERM	
;	O	
*	O	
il	O	
convient	O	
de	O	
poursuivre	O	
,	O	
au	O	
niveau	O	
de	O	
l'	O	
UE	B-TERM	
,	O	
l'	O	
élaboration	O	
de	O	
normes	B-TERM	
d'	I-TERM	
intégrité	I-TERM	
communes	O	
applicables	O	
aux	O	
administrations	B-TERM	
publiques	I-TERM	
dans	O	
l'	O	
ensemble	O	
de	O	
l'	O	
UE	B-TERM	
,	O	
telles	O	
que	O	
le	O	
cadre	O	
commun	O	
d'	O	
évaluation	O	
des	O	
responsables	B-TERM	
de	O	
la	O	
fonction	B-TERM	
publique	I-TERM	
et	O	
de	O	
l'	O	
administration	B-TERM	
de	O	
l'	O	
UE	B-TERM	
;	O	
*	O	
les	O	
États	O	
membres	O	
et	O	
la	O	
Commission	B-TERM	
doivent	O	
soutenir	O	
le	O	
secteur	B-TERM	
privé	I-TERM	
dans	O	
ses	O	
efforts	O	
pour	O	
renforcer	O	
l'	O	
intégrité	B-TERM	
et	O	
la	O	
responsabilité	B-TERM	
des	O	
sociétés	B-TERM	
;	O	
*	O	
il	O	
convient	O	
de	O	
renforcer	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
politique	I-TERM	
et	O	
le	O	
financement	B-TERM	
illicite	I-TERM	
des	O	
partenaires	O	
sociaux	O	
et	O	
d'	O	
autres	O	
groupes	O	
d'	O	
intérêt	O	
au	O	
niveau	O	
de	O	
l'	O	
UE	B-TERM	
et	O	
des	O	
États	O	
membres	O	
;	O	
*	O	
dans	O	
leur	O	
dialogue	O	
permanent	O	
avec	O	
les	O	
pays	O	
adhérents	O	
et	O	
candidats	O	
et	O	
avec	O	
d'	O	
autres	O	
pays	O	
tiers	B-TERM	
,	O	
les	O	
États	O	
membres	O	
et	O	
la	O	
Commission	B-TERM	
doivent	O	
systématiquement	O	
aborder	O	
les	O	
problèmes	O	
liés	O	
à	O	
la	O	
corruption	B-TERM	
et	O	
continuer	O	
d'	O	
aider	O	
ces	O	
pays	O	
dans	O	
les	O	
efforts	O	
qu'	O	
ils	O	
accomplissent	O	
pour	O	
instaurer	O	
et	O	
mettre	O	
en	O	
oeuvre	O	
des	O	
politiques	B-TERM	
nationales	O	
anticorruption	B-TERM	
sur	O	
la	O	
base	O	
des	O	
dix	O	
principes	O	
généraux	O	
figurant	O	
en	O	
annexe	O	
;	O	
*	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
doit	O	
continuer	O	
de	O	
faire	O	
partie	O	
intégrante	O	
de	O	
la	O	
politique	B-TERM	
extérieure	O	
et	O	
commerciale	B-TERM	
de	O	
l'	O	
UE	B-TERM	
.	O	
ANNEXE	O	
DIX	O	
PRINCIPES	O	
POUR	O	
AMÉLIORER	O	
LA	O	
LUTTE	B-TERM	
ANTICORRUPTION	I-TERM	
DANS	O	
LES	O	
PAYS	O	
ADHÉRENTS	O	
ET	O	
CANDIDATS	O	
ET	O	
LES	O	
AUTRES	O	
PAYS	O	
TIERS	B-TERM	
1	O	
Pour	O	
garantir	O	
la	O	
crédibilité	O	
,	O	
il	O	
est	O	
essentiel	O	
que	O	
les	O	
dirigeants	O	
et	O	
les	O	
décideurs	O	
prennent	O	
clairement	O	
position	O	
contre	O	
la	O	
corruption	B-TERM	
.	O	
Faute	O	
d'	O	
une	O	
recette	O	
universelle	O	
,	O	
il	O	
convient	O	
d'	O	
élaborer	O	
et	O	
de	O	
mettre	O	
en	O	
oeuvre	O	
des	O	
stratégies	O	
ou	O	
des	O	
programmes	O	
anticorruption	B-TERM	
nationaux	O	
,	O	
qui	O	
prévoient	O	
des	O	
mesures	O	
aussi	O	
bien	O	
préventives	O	
que	O	
répressives	O	
.	O	
Ces	O	
stratégies	O	
doivent	O	
faire	O	
l'	O	
objet	O	
d'	O	
un	O	
vaste	O	
processus	O	
de	O	
consultation	O	
à	O	
tous	O	
les	O	
niveaux	O	
.	O	
2	O	
Les	O	
États	O	
membres	O	
actuels	O	
et	O	
futurs	O	
de	O	
l'	O	
UE	B-TERM	
doivent	O	
s'	O	
aligner	O	
pleinement	O	
sur	O	
l'	O	
acquis	B-TERM	
de	O	
l'	O	
UE	B-TERM	
,	O	
de	O	
même	O	
qu'	O	
ils	O	
doivent	O	
ratifier	O	
et	O	
mettre	O	
en	O	
oeuvre	O	
tous	O	
les	O	
principaux	O	
instruments	B-TERM	
anticorruption	I-TERM	
auxquels	O	
ils	O	
sont	O	
parties	O	
(	O	
conventions	O	
des	O	
NU	B-TERM	
,	O	
du	O	
Conseil	B-TERM	
de	I-TERM	
l'	I-TERM	
Europe	I-TERM	
et	O	
de	O	
l'	O	
OCDE	B-TERM	
)	O	
.	O	
Les	O	
pays	O	
tiers	B-TERM	
doivent	O	
signer	O	
,	O	
ratifier	O	
et	O	
mettre	O	
en	O	
oeuvre	O	
les	O	
instruments	B-TERM	
anticorruption	I-TERM	
internationaux	O	
pertinents	O	
.	O	
3	O	
Les	O	
lois	B-TERM	
anticorruption	I-TERM	
sont	O	
importantes	O	
,	O	
mais	O	
ce	O	
qui	O	
importe	O	
encore	O	
davantage	O	
,	O	
c'	O	
est	O	
qu'	O	
elles	O	
soient	O	
mises	O	
en	O	
oeuvre	O	
par	O	
des	O	
organes	O	
de	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
compétents	O	
et	O	
visibles	O	
(	O	
c'	O	
est-à-dire	O	
des	O	
services	O	
bien	O	
formés	O	
et	O	
spécialisés	O	
,	O	
tels	O	
que	O	
les	O	
procureurs	B-TERM	
anticorruption	B-TERM	
)	O	
.	O	
Il	O	
convient	O	
de	O	
mettre	O	
au	O	
point	O	
des	O	
techniques	O	
d'	O	
enquête	O	
,	O	
des	O	
statistiques	O	
et	O	
des	O	
indicateurs	O	
ciblés	O	
.	O	
Le	O	
rôle	O	
des	O	
services	B-TERM	
répressifs	I-TERM	
doit	O	
être	O	
renforcé	O	
en	O	
ce	O	
qui	O	
concerne	O	
non	O	
seulement	O	
la	O	
corruption	B-TERM	
,	O	
mais	O	
aussi	O	
la	O	
fraude	B-TERM	
,	O	
les	O	
infractions	B-TERM	
fiscales	I-TERM	
et	O	
le	O	
blanchiment	B-TERM	
d'	I-TERM	
argent	I-TERM	
.	O	
4	O	
L'	O	
accès	O	
au	O	
service	B-TERM	
public	I-TERM	
doit	O	
être	O	
ouvert	O	
à	O	
tout	O	
citoyen	O	
.	O	
Les	O	
procédures	O	
de	O	
recrutement	O	
et	O	
de	O	
promotion	O	
doivent	O	
être	O	
régies	O	
par	O	
des	O	
critères	O	
basés	O	
sur	O	
les	O	
objectifs	O	
et	O	
le	O	
mérite	O	
.	O	
Les	O	
salaires	O	
et	O	
les	O	
droits	B-TERM	
sociaux	O	
doivent	O	
être	O	
suffisants	O	
.	O	
Les	O	
fonctionnaires	B-TERM	
doivent	O	
être	O	
tenus	O	
de	O	
divulguer	O	
leurs	O	
avoirs	B-TERM	
.	O	
Les	O	
postes	O	
sensibles	O	
doivent	O	
être	O	
soumis	O	
à	O	
rotation	O	
.	O	
5	O	
L'	O	
intégrité	B-TERM	
,	O	
la	O	
responsabilité	B-TERM	
et	O	
la	O	
transparence	B-TERM	
de	O	
l'	O	
administration	B-TERM	
publique	I-TERM	
(	O	
justice	B-TERM	
,	O	
police	B-TERM	
,	O	
douanes	B-TERM	
,	O	
administration	B-TERM	
fiscale	I-TERM	
,	O	
secteur	O	
de	O	
la	O	
santé	O	
,	O	
marchés	B-TERM	
publics	I-TERM	
)	O	
doivent	O	
être	O	
renforcées	O	
par	O	
le	O	
recours	O	
à	O	
des	O	
instruments	O	
de	O	
gestion	O	
par	O	
la	O	
qualité	O	
et	O	
à	O	
des	O	
normes	O	
de	O	
contrôle	O	
et	O	
de	O	
surveillance	O	
,	O	
telles	O	
que	O	
le	O	
cadre	O	
commun	O	
d'	O	
évaluation	O	
des	O	
responsables	B-TERM	
de	O	
la	O	
fonction	B-TERM	
publique	I-TERM	
et	O	
de	O	
l'	O	
administration	B-TERM	
de	O	
l'	O	
UE	B-TERM	
et	O	
la	O	
résolution	B-TERM	
de	O	
Strasbourg	B-TERM	
.	O	
Une	O	
transparence	B-TERM	
accrue	O	
est	O	
importante	O	
pour	O	
développer	O	
une	O	
relation	O	
de	O	
confiance	O	
entre	O	
les	O	
citoyens	O	
et	O	
l'	O	
administration	B-TERM	
.	O	
6	O	
Des	O	
codes	B-TERM	
de	I-TERM	
conduite	I-TERM	
doivent	O	
être	O	
établis	O	
pour	O	
le	O	
secteur	B-TERM	
public	I-TERM	
et	O	
leur	O	
application	O	
doit	O	
être	O	
contrôlée	O	
.	O	
7	O	
Des	O	
règles	B-TERM	
claires	O	
en	O	
matière	O	
de	O	
dénonciation	B-TERM	
doivent	O	
être	O	
établies	O	
pour	O	
le	O	
secteur	B-TERM	
public	I-TERM	
et	O	
le	O	
secteur	B-TERM	
privé	I-TERM	
(	O	
la	O	
corruption	B-TERM	
étant	O	
une	O	
infraction	B-TERM	
qui	O	
ne	O	
fait	O	
pas	O	
de	O	
victimes	B-TERM	
directes	O	
susceptibles	O	
de	O	
témoigner	B-TERM	
et	O	
de	O	
la	O	
dénoncer	B-TERM	
)	O	
.	O	
8	O	
La	O	
désapprobation	O	
publique	B-TERM	
de	O	
la	O	
corruption	B-TERM	
doit	O	
être	O	
encouragée	O	
par	O	
des	O	
campagnes	O	
de	O	
sensibilisation	O	
dans	O	
les	O	
médias	O	
et	O	
par	O	
la	O	
formation	O	
.	O	
Le	O	
message	O	
central	O	
doit	O	
être	O	
que	O	
la	O	
corruption	B-TERM	
n'	O	
est	O	
pas	O	
un	O	
phénomène	O	
tolérable	O	
,	O	
mais	O	
une	O	
infraction	B-TERM	
pénale	I-TERM	
.	O	
La	O	
société	B-TERM	
civile	I-TERM	
a	O	
un	O	
rôle	O	
important	O	
à	O	
jouer	O	
pour	O	
prévenir	O	
ce	O	
problème	O	
et	O	
y	O	
remédier	O	
.	O	
9	O	
Il	O	
convient	O	
d'	O	
instaurer	O	
des	O	
règles	B-TERM	
claires	O	
et	O	
transparentes	B-TERM	
en	O	
matière	O	
de	O	
financement	B-TERM	
des	O	
partis	O	
ainsi	O	
qu'	O	
un	O	
contrôle	B-TERM	
financier	I-TERM	
extérieur	I-TERM	
des	O	
partis	B-TERM	
politiques	I-TERM	
pour	O	
éviter	O	
les	O	
liens	O	
occultes	B-TERM	
entre	O	
les	O	
responsables	B-TERM	
politiques	B-TERM	
et	O	
des	O	
intérêts	B-TERM	
commerciaux	I-TERM	
(	O	
illicites	B-TERM	
)	O	
.	O	
Les	O	
partis	B-TERM	
politiques	I-TERM	
ont	O	
de	O	
toute	O	
évidence	O	
une	O	
forte	O	
influence	O	
sur	O	
les	O	
décideurs	O	
,	O	
mais	O	
ils	O	
échappent	O	
souvent	O	
à	O	
la	O	
législation	B-TERM	
anticorruption	I-TERM	
.	O	
10	O	
Il	O	
convient	O	
de	O	
mettre	O	
en	O	
oeuvre	O	
des	O	
mesures	O	
propres	O	
à	O	
inciter	B-TERM	
le	O	
secteur	B-TERM	
privé	I-TERM	
à	O	
s'	O	
abstenir	O	
de	O	
toutes	O	
pratiques	B-TERM	
de	I-TERM	
corruption	I-TERM	
,	O	
telles	O	
que	O	
des	O	
codes	B-TERM	
de	I-TERM	
conduite	I-TERM	
ou	O	
des	O	
listes	B-TERM	
blanches	I-TERM	
de	O	
sociétés	B-TERM	
intègres	B-TERM	
.	O	
COMMUNICATION	O	
DE	O	
LA	O	
COMMISSION	B-TERM	
AU	O	
PARLEMENT	B-TERM	
EUROPÉEN	I-TERM	
,	O	
AU	O	
CONSEIL	B-TERM	
ET	O	
AU	O	
COMITÉ	B-TERM	
ÉCONOMIQUE	I-TERM	
ET	I-TERM	
SOCIAL	I-TERM	
EUROPÉEN	I-TERM	
La	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
dans	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
/	O	
*	O	
COM	O	
/	O	
2011	O	
/	O	
0308	O	
final	O	
*	O	
/	O	
COMMUNICATION	O	
DE	O	
LA	O	
COMMISSION	B-TERM	
AU	O	
PARLEMENT	B-TERM	
EUROPÉEN	I-TERM	
,	O	
AU	O	
CONSEIL	B-TERM	
ET	O	
AU	O	
COMITÉ	B-TERM	
ÉCONOMIQUE	I-TERM	
ET	I-TERM	
SOCIAL	I-TERM	
EUROPÉEN	I-TERM	
La	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
dans	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
1	O	
.	O	
Introduction	O	
Quatre	O	
citoyens	O	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
sur	O	
cinq	O	
considèrent	O	
la	O	
corruption	B-TERM	
comme	O	
un	O	
problème	O	
grave	O	
dans	O	
leur	O	
État	O	
membre	O	
.	O	
Bien	O	
qu'	O	
au	O	
cours	O	
des	O	
dernières	O	
décennies	O	
,	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
ait	O	
fortement	O	
contribué	O	
à	O	
ouvrir	O	
l'	O	
Europe	B-TERM	
et	O	
à	O	
la	O	
rendre	O	
plus	O	
transparente	B-TERM	
,	O	
il	O	
est	O	
évident	O	
qu'	O	
il	O	
reste	O	
beaucoup	O	
à	O	
faire	O	
.	O	
Il	O	
n'	O	
est	O	
en	O	
effet	O	
pas	O	
acceptable	O	
que	O	
,	O	
selon	O	
les	O	
estimations	O	
,	O	
120	O	
milliards	O	
d'	O	
euros	O	
par	O	
an	O	
,	O	
soit	O	
un	O	
pour	O	
cent	O	
du	O	
PIB	B-TERM	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
,	O	
se	O	
perdent	O	
dans	O	
la	O	
corruption	B-TERM	
.	O	
Ce	O	
n'	O	
est	O	
certes	O	
pas	O	
un	O	
problème	O	
nouveau	O	
pour	O	
l'	O	
UE	B-TERM	
et	O	
nous	O	
ne	O	
serons	O	
jamais	O	
en	O	
mesure	O	
d'	O	
éradiquer	O	
complètement	O	
la	O	
corruption	B-TERM	
de	O	
nos	O	
sociétés	B-TERM	
,	O	
mais	O	
il	O	
est	O	
révélateur	O	
que	O	
le	O	
score	O	
moyen	O	
de	O	
l'	O	
EU-27	B-TERM	
dans	O	
l'	O	
indice	B-TERM	
de	I-TERM	
perception	I-TERM	
de	I-TERM	
la	I-TERM	
corruption	I-TERM	
établi	O	
par	O	
Transparency	B-TERM	
International	I-TERM	
n'	O	
ait	O	
connu	O	
qu'	O	
une	O	
modeste	O	
amélioration	O	
sur	O	
les	O	
dix	O	
dernières	O	
années	O	
.	O	
Si	O	
la	O	
nature	O	
et	O	
l'	O	
étendue	O	
de	O	
la	O	
corruption	B-TERM	
varient	O	
,	O	
celle-ci	O	
est	O	
dommageable	O	
pour	O	
tous	O	
les	O	
États	O	
membres	O	
et	O	
pour	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
dans	O	
son	O	
ensemble	O	
:	O	
elle	O	
cause	O	
des	O	
préjudices	O	
financiers	B-TERM	
en	O	
diminuant	O	
les	O	
niveaux	B-TERM	
d'	I-TERM	
investissement	I-TERM	
,	O	
en	O	
empêchant	O	
le	O	
bon	O	
fonctionnement	O	
du	O	
marché	B-TERM	
intérieur	I-TERM	
et	O	
en	O	
réduisant	O	
les	O	
fonds	B-TERM	
publics	I-TERM	
disponibles	O	
.	O	
Elle	O	
a	O	
également	O	
des	O	
conséquences	O	
sociales	O	
néfastes	O	
dans	O	
la	O	
mesure	O	
où	O	
des	O	
groupes	B-TERM	
criminels	I-TERM	
organisés	I-TERM	
y	O	
recourent	O	
pour	O	
commettre	O	
d'	O	
autres	O	
infractions	B-TERM	
graves	O	
,	O	
comme	O	
le	O	
trafic	O	
de	O	
drogue	O	
et	O	
la	O	
traite	O	
d'	O	
êtres	O	
humains	O	
.	O	
De	O	
surcroît	O	
,	O	
si	O	
elle	O	
n'	O	
est	O	
pas	O	
combattue	O	
,	O	
la	O	
corruption	B-TERM	
est	O	
susceptible	O	
de	O	
saper	O	
la	O	
confiance	O	
des	O	
citoyens	O	
dans	O	
les	O	
institutions	O	
démocratiques	O	
et	O	
d'	O	
affaiblir	O	
le	O	
sens	O	
des	O	
responsabilités	B-TERM	
des	O	
dirigeants	O	
politiques	B-TERM	
.	O	
Ces	O	
dix	O	
dernières	O	
années	O	
,	O	
des	O	
efforts	O	
ont	O	
été	O	
déployés	O	
aux	O	
niveaux	O	
international	O	
,	O	
communautaire	O	
et	O	
national	O	
pour	O	
réduire	O	
la	O	
corruption	B-TERM	
.	O	
Au	O	
niveau	O	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
,	O	
le	O	
cadre	B-TERM	
juridique	I-TERM	
de	I-TERM	
lutte	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
a	O	
été	O	
développé	O	
par	O	
l'	O	
adoption	O	
d'	O	
une	O	
législation	B-TERM	
anticorruption	I-TERM	
dans	O	
le	O	
secteur	B-TERM	
privé	I-TERM	
et	O	
par	O	
l'	O	
adhésion	O	
de	O	
l'	O	
Union	O	
à	O	
la	O	
convention	B-TERM	
des	I-TERM	
Nations	I-TERM	
Unies	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
(	O	
UNCAC	B-TERM	
)	O	
.	O	
Le	O	
traité	B-TERM	
sur	I-TERM	
le	I-TERM	
fonctionnement	I-TERM	
de	I-TERM	
l'	I-TERM	
Union	I-TERM	
européenne	I-TERM	
reconnaît	O	
que	O	
la	O	
corruption	B-TERM	
est	O	
une	O	
infraction	B-TERM	
grave	O	
revêtant	O	
une	O	
dimension	O	
transfrontière	O	
et	O	
que	O	
les	O	
États	O	
membres	O	
ne	O	
sont	O	
pas	O	
toujours	O	
armés	O	
pour	O	
y	O	
faire	O	
face	O	
seuls	O	
.	O	
Les	O	
mesures	B-TERM	
anticorruption	I-TERM	
ont	O	
,	O	
jusqu'	O	
à	O	
un	O	
certain	O	
point	O	
,	O	
été	O	
intégrées	O	
dans	O	
une	O	
série	O	
de	O	
politiques	B-TERM	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
.	O	
Cependant	O	
,	O	
la	O	
mise	O	
en	O	
œuvre	O	
du	O	
cadre	B-TERM	
juridique	I-TERM	
de	I-TERM	
lutte	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
demeure	O	
inégale	O	
d'	O	
un	O	
État	O	
membre	O	
à	O	
l'	O	
autre	O	
et	O	
globalement	O	
peu	O	
satisfaisante	O	
.	O	
En	O	
effet	O	
,	O	
la	O	
législation	B-TERM	
anticorruption	I-TERM	
de	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
n'	O	
a	O	
pas	O	
été	O	
transposée	O	
dans	O	
tous	O	
les	O	
États	O	
membres[10	O	
]	O	
.	O	
Certains	O	
pays	O	
n'	O	
ont	O	
toujours	O	
pas	O	
ratifié	O	
les	O	
principaux	O	
instruments	O	
internationaux	O	
de	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
.	O	
Plus	O	
important	O	
encore	O	
,	O	
même	O	
là	O	
où	O	
des	O	
institutions	O	
et	O	
une	O	
législation	B-TERM	
anticorruption	I-TERM	
sont	O	
en	O	
place	O	
,	O	
leur	O	
mise	O	
en	O	
application	O	
est	O	
souvent	O	
insuffisante	O	
dans	O	
la	O	
pratique	O	
.	O	
Ce	O	
constat	O	
traduit	O	
l'	O	
absence	O	
d'	O	
un	O	
véritable	O	
engagement	O	
politique	B-TERM	
des	O	
dirigeants	O	
et	O	
des	O	
décideurs	O	
pour	O	
s'	O	
attaquer	O	
à	O	
la	O	
corruption	B-TERM	
sous	O	
toutes	O	
ses	O	
formes	O	
-	O	
corruption	B-TERM	
politique	I-TERM	
,	O	
activités	O	
entachées	O	
de	O	
corruption	B-TERM	
commises	O	
par	O	
et	O	
avec	O	
des	O	
groupes	B-TERM	
criminels	I-TERM	
organisés	I-TERM	
,	O	
corruption	B-TERM	
dans	O	
le	O	
secteur	B-TERM	
privé	I-TERM	
et	O	
«	O	
petite	B-TERM	
corruption	I-TERM	
»	O	
.	O	
Il	O	
existe	O	
donc	O	
manifestement	O	
nécessaire	O	
de	O	
stimuler	O	
la	O	
volonté	O	
politique	B-TERM	
de	O	
combattre	O	
la	O	
corruption	B-TERM	
,	O	
et	O	
d'	O	
accroître	O	
la	O	
cohérence	O	
des	O	
politiques	B-TERM	
et	O	
actions	O	
anticorruption	B-TERM	
instaurées	O	
par	O	
les	O	
États	O	
membres	O	
.	O	
C'	O	
est	O	
pourquoi	O	
la	O	
Commission	B-TERM	
mettra	O	
en	O	
place	O	
un	O	
mécanisme	O	
-	O	
le	O	
rapport	B-TERM	
anticorruption	I-TERM	
de	I-TERM	
l'	I-TERM	
UE	I-TERM	
-	O	
destiné	O	
à	O	
suivre	O	
et	O	
à	O	
évaluer	O	
les	O	
efforts	O	
des	O	
États	O	
membres	O	
dans	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
,	O	
et	O	
à	O	
renforcer	O	
l'	O	
engagement	O	
politique	B-TERM	
dans	O	
cette	O	
direction	O	
.	O	
Adossé	O	
à	O	
un	O	
groupe	O	
d'	O	
experts	O	
et	O	
un	O	
réseau	O	
de	O	
correspondants	O	
de	O	
recherche	O	
,	O	
et	O	
doté	O	
du	O	
budget	B-TERM	
européen	O	
requis	O	
,	O	
le	O	
rapport	O	
sera	O	
dirigé	O	
par	O	
la	O	
Commission	B-TERM	
et	O	
publié	O	
tous	O	
les	O	
deux	O	
ans	O	
,	O	
à	O	
partir	O	
de	O	
2013	O	
.	O	
Il	O	
rendra	O	
compte	O	
,	O	
en	O	
toute	O	
impartialité	B-TERM	
,	O	
des	O	
réalisations	O	
,	O	
des	O	
points	O	
faibles	O	
et	O	
des	O	
engagements	O	
de	O	
tous	O	
les	O	
États	O	
membres	O	
.	O	
Il	O	
dégagera	O	
les	O	
tendances	O	
et	O	
les	O	
faiblesses	O	
auxquelles	O	
il	O	
y	O	
a	O	
lieu	O	
de	O	
remédier	O	
,	O	
et	O	
il	O	
stimulera	O	
l'	O	
apprentissage	O	
collégial	O	
et	O	
l'	O	
échange	O	
des	O	
meilleures	O	
pratiques	O	
.	O	
En	O	
complément	O	
à	O	
ce	O	
mécanisme	O	
,	O	
l'	O	
Union	O	
devrait	O	
prendre	O	
part	O	
au	O	
groupe	B-TERM	
d'	I-TERM	
États	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
du	O	
Conseil	B-TERM	
de	I-TERM	
l'	I-TERM	
Europe	I-TERM	
(	O	
GRECO	B-TERM	
)	O	
.	O	
L'	O	
UE	B-TERM	
devrait	O	
aussi	O	
accorder	O	
davantage	O	
d'	O	
attention	O	
à	O	
la	O	
corruption	B-TERM	
dans	O	
toutes	O	
ses	O	
politiques	B-TERM	
concernées	O	
,	O	
tant	O	
internes	O	
qu'	O	
externes	O	
.	O	
La	O	
Commission	B-TERM	
proposera	O	
donc	O	
,	O	
en	O	
particulier	O	
,	O	
une	O	
modernisation	O	
des	O	
règles	B-TERM	
de	O	
l'	O	
UE	B-TERM	
régissant	O	
la	O	
confiscation	B-TERM	
des	I-TERM	
produits	I-TERM	
du	I-TERM	
crime	I-TERM	
en	O	
2011	O	
,	O	
une	O	
stratégie	O	
destinée	O	
à	O	
accroître	O	
la	O	
qualité	O	
des	O	
enquêtes	B-TERM	
financières	I-TERM	
pénales	I-TERM	
dans	O	
les	O	
États	O	
membres	O	
en	O	
2012	O	
,	O	
et	O	
l'	O	
adoption	O	
en	O	
2011	O	
d'	O	
un	O	
plan	B-TERM	
d'	I-TERM	
action	I-TERM	
visant	O	
à	O	
améliorer	O	
les	O	
statistiques	O	
sur	O	
la	O	
criminalité	B-TERM	
.	O	
La	O	
Commission	B-TERM	
collaborera	O	
en	O	
outre	O	
avec	O	
les	O	
agences	O	
européennes	O	
telles	O	
qu'	O	
Europol	B-TERM	
,	O	
Eurojust	B-TERM	
et	O	
le	O	
CEPOL	B-TERM	
,	O	
ainsi	O	
qu'	O	
avec	O	
l'	O	
OLAF	B-TERM	
,	O	
pour	O	
renforcer	O	
la	O	
coopération	O	
judiciaire	B-TERM	
et	O	
policière	B-TERM	
et	O	
pour	O	
améliorer	O	
la	O	
formation	O	
des	O	
agents	B-TERM	
des	I-TERM	
services	I-TERM	
répressifs	I-TERM	
.	O	
Elle	O	
poursuivra	O	
l'	O	
élaboration	O	
de	O	
règles	B-TERM	
actualisées	O	
sur	O	
les	O	
marchés	B-TERM	
publics	I-TERM	
et	O	
sur	O	
les	O	
normes	B-TERM	
comptables	I-TERM	
et	O	
le	O	
contrôle	B-TERM	
légal	I-TERM	
des	I-TERM	
comptes	I-TERM	
des	O	
entreprises	B-TERM	
de	O	
l'	O	
UE	B-TERM	
.	O	
Elle	O	
adoptera	O	
aussi	O	
,	O	
en	O	
2011	O	
,	O	
une	O	
stratégie	O	
contre	O	
la	O	
fraude	B-TERM	
portant	O	
atteinte	O	
aux	O	
intérêts	B-TERM	
financiers	I-TERM	
de	O	
l'	O	
UE	B-TERM	
.	O	
Parallèlement	O	
,	O	
la	O	
Commission	B-TERM	
accordera	O	
une	O	
plus	O	
grande	O	
attention	O	
à	O	
la	O	
lutte	B-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
dans	O	
les	O	
processus	O	
d'	O	
élargissement	O	
de	O	
l'	O	
Union	O	
et	O	
,	O	
conjointement	O	
avec	O	
la	O	
haute	O	
représentante	O	
,	O	
dans	O	
notre	O	
politique	B-TERM	
de	I-TERM	
voisinage	I-TERM	
,	O	
et	O	
elle	O	
appliquera	O	
plus	O	
fréquemment	O	
le	O	
principe	O	
de	O	
conditionnalité	O	
dans	O	
les	O	
politiques	B-TERM	
de	O	
coopération	O	
et	O	
de	O	
développement	O	
.	O	
Enfin	O	
,	O	
les	O	
initiatives	O	
du	O	
secteur	B-TERM	
privé	I-TERM	
et	O	
le	O	
dialogue	O	
public-privé	B-TERM	
au	O	
niveau	O	
européen	O	
visant	O	
à	O	
prévenir	O	
la	O	
corruption	B-TERM	
devraient	O	
être	O	
développés	O	
davantage	O	
.	O	
La	O	
présente	O	
communication	O	
expose	O	
les	O	
objectifs	O	
du	O	
rapport	B-TERM	
anticorruption	I-TERM	
de	I-TERM	
l'	I-TERM	
UE	I-TERM	
et	O	
son	O	
fonctionnement	O	
dans	O	
la	O	
pratique	O	
,	O	
et	O	
elle	O	
explique	O	
de	O	
quelle	O	
manière	O	
l'	O	
Union	B-TERM	
européenne	I-TERM	
devrait	O	
accorder	O	
davantage	O	
d'	O	
attention	O	
à	O	
la	O	
corruption	B-TERM	
dans	O	
ses	O	
politiques	B-TERM	
internes	O	
et	O	
externes	O	
.	O	
Elle	O	
sera	O	
complétée	O	
par	O	
une	O	
stratégie	B-TERM	
antifraude	I-TERM	
de	O	
la	O	
